impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-142915,A655244,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2373184,LOST,Anya,Dog,Over 1 year<p/>,Female,Siberian Husky,White,12/29/2021 12:00:00 AM,Date Lost,100 block of  PL S AND S 218 ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2373184,Image Copyright HLP Inc. 2022,"Description: White and brown. Smaller stature. Super friendly. Escape artist.<p/>Age: Over 1 year<p/>Location Lost: 95 pl s and s 218 st, Kent WA  98031<p/>Lost Date: 2021-12-29<p/>",
K21-142866,A655133,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371969,LOST,Luna,Dog,Over 1 year<p/>,Female,German Shepherd,Brown,12/26/2021 12:00:00 AM,Date Lost,31200 block of  202ND AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371969,Image Copyright HLP Inc. 2022,"Description: MISSING!!! German Shepherd, Husky mix.<p/>Her name is Luna, she is very friendly and playful. She was last seen 12/26 at 12:30pm near our home in East Lake Morton Estates. We have searched for hours, posted on multiple FB groups and are hopeful she will be Found. <p/>She is microchipped and was wearing a magenta tribal print collar with id tags on it.<p/><p/>Last seen at 202nd Ave SE & 200th Ave SE in Kent<p/>Age: Over 1 year<p/>Location Lost: 31201 202nd Ave SE, Kent WA  98042<p/>Lost Date: 2021-12-26<p/>",
K21-142877,A655167,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2372310,In Public Home,Andrea Fritz,Dog,Under 1 year<p/>,Female,Australian Cattle Dog,Unknown,12/25/2021 12:00:00 AM,Date Found,LAKELAND  HILLS WAY SE & A ST SE & E VALLEY HWY E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2372310,Image Copyright HLP Inc. 2022,"Description: We picked up this dog after it was pushed out of a running car at the intersection of Lakeland Hills Way SE & A St SE & E Valley Hwy E on Christmas Day.  We are interested in talking with Regional Animal Services of King County to potentially rehome this dog to our house.  (In case there is another interested party involved, we would like to check if the dog has a microchip.)<p/>Age: Under 1 year<p/>Found Near: Lakeland Hills Way SE & A St SE & E Valley Hwy E , Auburn WA  98092<p/>Found Date: 2021-12-25<p/>",
K22-143064,A655596,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2376843,LOST,King,Dog,Under 1 year<p/>,Male,Lakeland Terrier,Black,01/04/2022 12:00:00 AM,Date Lost,100 block of  WAYNE AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2376843,Image Copyright HLP Inc. 2022,"Description: He is mixed breed and not totally sure exactly what ones yet but lab pitbull great Dane and greyhound not for certain he's mostly black with a little white on legs one paw is white the other 3 are black he's pretty skinny right now we haven't had him long he was boarderline rescued from someone who was in able to take care of him he was wearing a pink harness and bad a blue collar on we are visiting some friends who live in signiture point apartments in Kent right on the green river trail he's super friendly and full of energy <p/>Age: Under 1 year<p/>Location Lost: 105 wayne ave, Pacific WA  98047<p/>Lost Date: 2022-01-04<p/>",
K22-143150,A655755,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378750,LOST,Baby Bear,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Black,01/08/2022 12:00:00 AM,Date Lost,21600 block of  SE 239TH ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378750,Image Copyright HLP Inc. 2022,"Description: 6 months old, NOT neutered, red collar with a bell on it, he is solid black, no visible white on him, except one white whisker/hair over his left eye. As a kitten, he had his tail broken, so the last 2 inches of his tail will bend at a 90 degree angle. He does not like strangers.<p/>Age: Under 1 year<p/>Location Lost: 21628 Southeast 239th Street, Maple Valley WA  98038<p/>Lost Date: 2022-01-08<p/>",
K21-142875,A655164,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2372171,LOST,Polo,Dog,Over 1 year<p/>,Male,Great Pyrenees,White,12/26/2021 12:00:00 AM,Date Lost,SE  40TH STREET AND 309TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2372171,Image Copyright HLP Inc. 2022,"Description: White with some cream around ears and parts of body, eyes and lips/nose outlined in black,<p/>Age: Over 1 year<p/>Location Lost: SE 40th Street and 309th Ave SE, Fall City WA  98024<p/>Lost Date: 2021-12-26<p/>",
K22-143204,A655977,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655977,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Wolfgang,Cat,2 YEARS,Neutered Male,Domestic Mediumhair,Black,01/11/2022 12:00:00 AM,Received on,4500 block of  W JAMES ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655977,Image Copyright HLP Inc. 2022,"Received on: 2022-01-11<p/> Found Near: 4500 block of  W JAMES ST<p/> Description: Black Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-142874,A655158,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2372125,LOST,Snoopy,Dog,Under 1 year<p/>,Male,Chihuahua - Smooth Coated,White,12/25/2021 12:00:00 AM,Date Lost,42ND  AVE SW AND ALASKA ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2372125,Image Copyright HLP Inc. 2022,"Description: Snoopy is about 5 pounds he is white with tan spots<p/>Age: Under 1 year<p/>Location Lost: 42nd ave sw and Alaska st, Seattle WA  98116<p/>Lost Date: 2021-12-25<p/>",
K22-143157,A655772,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655772,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bro,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Gray Tabby / White,01/09/2022 12:00:00 AM,Received on,33400 block of  190TH AVE SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655772,Image Copyright HLP Inc. 2022,"Received on: 2022-01-09<p/> Found Near: 33400 block of  190TH AVE SE<p/> Description: Gray Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K21-142848,A655082,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370969,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,White,12/24/2021 12:00:00 AM,Date Found,N  192ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370969,Image Copyright HLP Inc. 2022,"Description: No collar or microchip, took him/her to the vet. White and light brown in color. Nice fluffy fur. Found at the trail by N 192nd St and highway 99<p/>Age: Unknown<p/>Found Near: N 192nd St, Seattle WA  98133<p/>Found Date: 2021-12-24<p/>",
K22-143181,A655852,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Male,Domestic Shorthair,Black,01/10/2022 12:00:00 AM,Received on,4000 block of  S 158TH ST,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655852,Image Copyright HLP Inc. 2022,Received on: 2022-01-10<p/> Found Near: 4000 block of  S 158TH ST<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-143218,A656019,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656019,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beatrice,Dog,3 YEARS,Spayed Female,Pit Bull,Black / Brown,01/12/2022 12:00:00 AM,Received on,24400 block of  RUSSELL RD S,KENT,WA,98032,KENT,47.386328,-122.26172,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656019,Image Copyright HLP Inc. 2022,"Received on: 2022-01-12<p/> Found Near: 24400 block of  RUSSELL RD S<p/> Description: Black / Brown Spayed Female Pit Bull Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K22-143223,A656049,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2380644,In Public Home,,Dog,Unknown<p/>,Female,Chihuahua - Smooth Coated,Brown,01/12/2022 12:00:00 AM,Date Found,S  102ND ST. AND OCCIDENTAL AVE. S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2380644,Image Copyright HLP Inc. 2022,"Description: A small chihuahua mix (possibly corgi or shiba inu) that has a thick double coat of fur that is sable (brown with black tips) and a long tail. She’s about 10 pounds and seems young, but unknown age. Shows no aggression and is extremely friendly to humans. No collar and no microchip.<p/>Age: Unknown<p/>Found Near: S 102nd St. and Occidental Ave. S, Seattle WA  98168<p/>Found Date: 2022-01-12<p/>",
K21-142703,A654799,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2368002,LOST,Mauja Meier,Dog,Over 1 year<p/>,Female,Siberian Husky,White,12/18/2021 12:00:00 AM,Date Lost,112TH  AVE NE,NE 4TH ST. NE 2N,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2368002,Image Copyright HLP Inc. 2022,"Description: She has a white coat, brown eyes, and black markings <p/>Age: Over 1 year<p/>Location Lost: 112th Ave NE, NE 4th St., NE 2nd St. , Bellevue WA  98004<p/>Lost Date: 2021-12-18<p/>",
K21-141738,A652772,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652772,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sid,Dog,2 YEARS 2 MONTHS,Neutered Male,Pit Bull,Black / White,11/12/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652772,Image Copyright HLP Inc. 2022,"Received on: 2021-11-12<p/> Description: Black / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 2 YEARS 2 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sid and I am available for adoption. I am about 55 pounds.<p/><p/>I was nominated as the Pet of the Week on January 4, 2022. This means that my adoption fee has been reduced. Please note that a pet license is a requirement and therefore a fee may be applied. This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more (visit our pet licensing page for more info)!<p/><p/>I was brought in by a good Samaritan on 11/12.<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or I may need a very slow introduction to other dogs.<p/><p/>I have been known to resource guard, meaning that I am displaying behavior that is intended to convince other dogs or humans to stay away from a particular treasure or ""resource."" If you take me home you will benefit from in home guidance to help to manage and improve this behavior.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>",RED
K21-142859,A655105,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371530,LOST,Suki,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,12/23/2021 12:00:00 AM,Date Lost,MONTLAKE  BLVD E AND SR 520 E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371530,Image Copyright HLP Inc. 2022,"Description: One year old ,spayed, female, black and white tuxedo cat. Small to medium sized. Pink nose and yellow eyes. White marking over half of mouth and up to the eyes. All paws are white and she has white running across her belly.<p/>Age: Over 1 year<p/>Location Lost: Montlake Blvd E and SR 520 E, Seattle WA  98112<p/>Lost Date: 2021-12-23<p/>",
K22-143173,A655819,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379237,LOST,Cali,Cat,Unknown<p/>,Female,Domestic Shorthair,Unknown,01/03/2022 12:00:00 AM,Date Lost,5100 block of  SW 311TH PL,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379237,Image Copyright HLP Inc. 2022,"Description: Calico, 5-year-old, neutered female<p/>Age: Unknown<p/>Location Lost: 5134 SW 311th Pl, Federal Way, WA 98023, Federal Way WA  98023-2029<p/>Lost Date: 2022-01-03<p/>",
K22-143323,A656188,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382249,LOST,Blaze,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,01/11/2022 12:00:00 AM,Date Lost,9800 block of  S 222ND ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382249,Image Copyright HLP Inc. 2022,"Description: Blaze is a grey stripped short hair with a bushy tail . He is very fat and doesnt like strangers too much. He comes to blaze or kitty boy. Hes probably taken off his collar by now so i doubt it will help. He is not fixed. <p/>Age: Over 1 year<p/>Location Lost: 9845 s 222nd st, Kent WA  98031<p/>Lost Date: 2022-01-11<p/>",
K22-143099,A655653,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2377556,LOST,Romeo,Dog,Over 1 year<p/>,Male,Jack Russell Terrier,White,01/05/2022 12:00:00 AM,Date Lost,12700 block of  195TH PLACE SOUTHEAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2377556,Image Copyright HLP Inc. 2022,"Description: White with tan spots. Floppy ears. Neutered Male. 10 years old. Teal blue collar. Slightly singed tail from bumping into fireplace glass...about a 1 inch spot that looks yellowish. Approximately 14 lbs<p/>Age: Over 1 year<p/>Location Lost: 12708 195th Place Southeast, Issaquah WA  98027<p/>Lost Date: 2022-01-05<p/>",
K21-142883,A303391,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Kaos,Dead Dog,NO AGE,Neutered Male,Golden Retriever,Gold,12/28/2021 12:00:00 AM,Received on,400 block of  E GEORGE ST,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2022,Received on: 2021-12-28<p/> Found Near: 400 block of  E GEORGE ST<p/> Description: Gold Neutered Male Golden Retriever Dog<p/> Age: NO AGE<p/>,
K22-143174,A655821,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379246,LOST,Tommy,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black,01/08/2022 12:00:00 AM,Date Lost,NE  179TH STREET AND PARADISE LAKE ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379246,Image Copyright HLP Inc. 2022,"Description: Older (15 yrs) black lab with grey face, docked tail. About 70 pounds<p/>Age: Over 1 year<p/>Location Lost: NE 179th Street and Paradise Lake Road, Woodinville WA  98077<p/>Lost Date: 2022-01-08<p/>",
K22-143309,A656162,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2381778,In Public Home,,Dog,Unknown<p/>,Male,Samoyed,White,01/15/2022 12:00:00 AM,Date Found,116TH  AVE SE AND 252ND PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2381778,Image Copyright HLP Inc. 2022,"<p/>Age: Unknown<p/>Found Near: 116th Ave SE and 252nd PL, Kent WA  98030<p/>Found Date: 2022-01-15<p/>",
K21-142495,A654377,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363799,LOST,Lucy,Dog,Under 1 year<p/>,Female,Chihuahua - Long Haired,Brown,12/09/2021 12:00:00 AM,Date Lost,3100 block of  S 144TH ST,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363799,Image Copyright HLP Inc. 2022,"Description: she’s a chihuahua and pomeranian mix <p/>Age: Under 1 year<p/>Location Lost: 3123 s 144th st seatac wa, Seattle WA  98168<p/>Lost Date: 2021-12-09<p/>",
K21-142646,A654681,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2366731,LOST,Sweetness,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,12/08/2021 12:00:00 AM,Date Lost,3400 block of  36TH AVENUE WEST AND RUFFNER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2366731,Image Copyright HLP Inc. 2022,"Description: Sweetness has green eyes and medium long, mostly warm black, gray and white fur -- white chest, dark legs but white feet/toes, black stripes. His muzzle has warm gold tones. <p/>Age: Over 1 year<p/>Location Lost: 3459 36th Avenue West and Ruffner, Seattle WA  98199<p/>Lost Date: Dec  8 202<p/>",
K20-132029,A623606,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2191003,LOST,Bubbleton,Dog,Over 1 year<p/>,Male,Pomeranian,Unknown,10/23/2020 12:00:00 AM,Date Lost,AIRPORT  RD. EVERETT WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2191003,Image Copyright HLP Inc. 2022,Description: He is blind and disabled may be agreesive<p/>Age: Over 1 year<p/>Location Lost: Airport rd. Everett WA<p/>Lost Date: 10/21/2022<p/>Owner Address: 12433 Admiralty way Everett WA 98204<p/>,
